index,query,gold_chunk_ids,hybrid_hit_at_1,hybrid_hit_at_5,base_rerank_hit_at_1,base_rerank_hit_at_5,finetuned_rerank_hit_at_1,finetuned_rerank_hit_at_5
555,Türk Medenî Kanunu madde 1020 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 1020 Tapu sicili herkese açıktır düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m1020,True,True,True,True,True,True
556,Ceza Muhakemesi Kanunu madde 196 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 196 Mahkemece sorgusu yapılmış sanık hususta sanık düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m196,True,True,True,True,True,True
557,Türk Medenî Kanunu madde 518 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 518 Bırakılan belirli mal mirasın açılması anındaki düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m518,True,True,True,True,True,True
558,Türk Borçlar Kanunu madde 309 kapsamında İKİNCİ KISIM konusunda MADDE 309 üçüncü kişinin kiralananda kiracının hakkıyla bağdaşmayan düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m309,True,True,True,True,True,True
559,Türk Medenî Kanunu madde 523 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 523 Önmirasçıya geçen mirasın sulh mahkemesince defteri düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m523,True,True,True,True,False,True
560,Türk Medenî Kanunu madde 195 kapsamında İKİNCİ KİTAP konusunda Madde 195 Evlilik birliğinden doğan yükümlülüklerin yerine getirilmemesi düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m195,True,True,True,True,True,True
561,Türk Medenî Kanunu madde 1003 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 1003 taşınmazın kütüğe kaydı belirlenmesinde resm ölçüme düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m1003,True,True,True,True,True,True
562,Türkiye Cumhuriyeti Anayasası madde 49 kapsamında İKİNCİ KISIM konusunda Madde Çalışma herkesin hakkı ödevidir düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m49,False,True,True,True,True,True
563,Türk Medenî Kanunu madde 253 kapsamında İKİNCİ KİTAP konusunda Madde 253 Paylaştırmanın ayın yapılması asıldır düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m253,True,True,True,True,True,True
564,Türk Medenî Kanunu madde 716 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 716 Mülkiyetin kazanılmasına esas olacak hukuk sebebe düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m716,True,True,True,True,True,True
565,Türk Medenî Kanunu madde 43 kapsamında BİRİNCİ KİTAP konusunda Madde Ölümlere ilişkin bildirimler ilgili kanun hükümlerine yapılır düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m43,True,True,True,True,True,True
566,Türk Medenî Kanunu madde 848 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 848 Taşınmaz yükü alacaklıya yükümlüye karşı hiçbir düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m848,True,True,True,True,True,True
567,Ceza Muhakemesi Kanunu madde 135 kapsamında BİRİNCİ KİTAP konusunda Ceza Muhakemesi Kanunu Madde 135 İletişimin tespiti dinlenmesi düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m135_p003,False,True,True,True,False,True
568,Türk Medenî Kanunu madde 375 kapsamında İKİNCİ KİTAP konusunda Madde 375 Aile malları ortaklığı belirli belirsiz süre düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m375,True,True,True,True,True,True
569,Ceza Muhakemesi Kanunu madde 108 kapsamında BİRİNCİ KİTAP konusunda Ceza Muhakemesi Kanunu Madde 108 Tutukluluğun incelenmesi açıklama düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m108_note_p004,False,True,False,False,False,True
570,Türk Bayrağı Tüzüğü madde 13 kapsamında ÜÇÜNCÜ BÖLÜM konusunda Madde Türkiye Cumhuriyetinin yabancı ülkelerde bulunan resmi milli düzenlemesi nasıl açıklanır?,turkish_law_eski_85_9034_turk_bayragi_tuzugu_m13,True,True,True,True,True,True
571,Türk Medenî Kanunu madde 574 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 574 Mirastan feragat eden tenkis sebebiyle terekeye düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m574,True,True,True,True,True,True
572,Türk Medenî Kanunu madde 74 kapsamında BİRİNCİ KİTAP konusunda Madde Genel kurul tüzükte belirtilen zamanda yönetim kurulunun düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m74,True,True,True,True,True,True
573,Türk Medenî Kanunu madde 646 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 646 Yasal mirasçılar gerek kendi aralarında gerek düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m646,True,True,True,True,True,True
574,Türk Medenî Kanunu madde 105 kapsamında BİRİNCİ KİTAP konusunda Madde 105 Özgülenen malların mülkiyeti haklar tüzel kişiliğin düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m105,True,True,True,True,True,True
575,Türk Medenî Kanunu madde 16 kapsamında BİRİNCİ KİTAP konusunda Madde Ayırt etme gücüne sahip küçükler kısıtlılar yasal düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m16,True,True,True,True,True,True
576,Türk Borçlar Kanunu madde 200 kapsamında BİRİNCİ KISIM konusunda MADDE 200 Dış üstlenme sözleşmesi hükümsüz gelirse iyiniyetli düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m200,True,True,True,True,True,True
577,Türkiye Cumhuriyeti Anayasası madde 66 kapsamında İKİNCİ KISIM konusunda Madde Türk Devletine vatandaşlık bağı bağlı herkes Türktür düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m66,True,True,True,True,True,True
578,Türk Medenî Kanunu madde 877 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 877 kamu kurum kuruluşunun katkısıyla iyileştirilen arazinin düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m877,True,True,True,True,True,True
579,Türk Medenî Kanunu madde 593 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 593 Terekeyi resmen yöneten sulh kimi onun düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m593,True,True,True,True,False,True
580,Türk Medenî Kanunu madde 286 kapsamında İKİNCİ KİTAP konusunda Madde 286 İptal fıkra Anayasa Mahkemesi nin 2023 düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m286,True,True,True,True,True,True
581,Ceza Muhakemesi Kanunu madde 137 kapsamında BİRİNCİ KİTAP konusunda Madde 137 135 inci maddeye verilecek karar gereğince düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m137_p001,False,True,True,True,True,True
582,Türk Medenî Kanunu madde 163 kapsamında İKİNCİ KİTAP konusunda Madde 163 Eşlerden biri küçük düşürücü suç işler düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m163,True,True,True,True,True,True
583,Türk Medenî Kanunu madde 904 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 904 İrat senetlerindeki alacak miktarı tarım arazisinde düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m904,True,True,True,True,True,True
584,Türk Borçlar Kanunu madde 227 kapsamında İKİNCİ KISIM konusunda MADDE 227 Satıcının satılanın ayıplarından sorumlu olduğu llerde düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m227,True,True,True,True,True,True
585,Türk Medenî Kanunu madde 754 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 754 Taşınmaz mülkiyeti hakkının kamu yararı kısıtlanması düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m754,True,True,True,True,True,True
586,Türkiye Cumhuriyeti Anayasası madde 73 kapsamında DÖRDÜNCÜ BÖLÜM konusunda Madde Herkes kamu giderlerini karşılamak üzere mali gücüne düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m73,True,True,True,True,True,True
587,Türk Medenî Kanunu madde 975 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 975 şeyde fiil kimiyetini doğrudan doğruya sürdüren düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m975,True,True,True,True,True,True
588,Türk Borçlar Kanunu madde 198 kapsamında BİRİNCİ KISIM konusunda MADDE 198 Borçlu değişmiş olsa bile alacaklının borçlunun düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m198,True,True,True,True,True,True
589,Türk Medenî Kanunu madde 231 kapsamında İKİNCİ KİTAP konusunda Madde 231 Artık değer eklenmeden denkleştirmeden elde edilen düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m231,True,True,True,True,True,True
590,Türk Medenî Kanunu madde 230 kapsamında İKİNCİ KİTAP konusunda Madde 230 eşin kişisel mallara ilişkin borçları edinilmiş düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m230,True,True,True,True,True,True
591,Türk Medenî Kanunu madde 993 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 993 İyiniyetle zilyedi bulunduğu şeyi karineyle mevcut düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m993,True,True,True,True,True,True
592,Türk Borçlar Kanunu madde 226 kapsamında İKİNCİ KISIM konusunda MADDE 226 Başka yerden gönderilen satılanın ayıplı olduğunu düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m226,True,True,True,True,True,True
593,Türk Borçlar Kanunu madde 282 kapsamında İKİNCİ KISIM konusunda MADDE 282 Mal değişim sözleşmesi taraflardan birinin diğer düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m282,True,True,True,True,True,True
594,Türk Medenî Kanunu madde 264 kapsamında İKİNCİ KİTAP konusunda Madde 264 Eşlerden biri diğerinin rızasıyla ortaklık mallarını düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m264,True,True,True,True,True,True
595,Türk Medenî Kanunu madde 996 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 996 Kazandırıcı zamanaşımından yararlanma hakkına sahip zilyet düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m996_dup2,False,True,True,True,False,True
596,Türkiye Cumhuriyeti Anayasası madde 69 kapsamında İKİNCİ KISIM konusunda Madde Değişik 1995 4121 Siyasi partilerin faaliyetleri parti düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m69_p001,False,True,True,True,False,True
597,Türk Medenî Kanunu madde 139 kapsamında İKİNCİ KİTAP konusunda Madde 139 Evlendirme memuru evlenme koşullarının varlığını tespit düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m139,True,True,True,True,True,True
598,Ceza Muhakemesi Kanunu madde 239 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 239 Değişik 2008 5793 Mağdur suçtan zarar düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m239,True,True,True,True,True,True
599,Türk Medenî Kanunu madde 632 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 632 mirasçı mirası ret resm deftere kabul düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m632,True,True,True,True,True,True
600,Türk Borçlar Kanunu madde 313 kapsamında İKİNCİ KISIM konusunda MADDE 313 Kiracı kira bedelini ödemekle yükümlüdür düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m313,True,True,True,True,True,True
601,Türk Medenî Kanunu madde 441 kapsamında İKİNCİ KİTAP konusunda Madde 441 Vesayet altındaki kişinin kendisi malvarlığının yönetimi düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m441,False,True,True,True,True,True
602,Türk Medenî Kanunu madde 610 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 610 Yasal süre içinde mirası reddetmeyen mirasçı düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m610,True,True,True,True,True,True
603,Türk Medenî Kanunu madde 369 kapsamında İKİNCİ KİTAP konusunda Madde 369 başkanı halkından küçüğün kısıtlının akıl hastalığı düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m369,True,True,True,True,True,True
604,Türk Medenî Kanunu madde 601 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 601 Kendisine intifa hakkı irat hakkı belli düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m601,True,True,True,True,True,True
605,Türk Medenî Kanunu madde 498 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 498 Evlilik dışında doğmuş soybağı tanıma hükmüyle düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m498,True,True,True,True,True,True
606,Ceza Muhakemesi Kanunu madde 308 kapsamında BEŞİNCİ KİTAP konusunda Ceza Muhakemesi Kanunu Madde 308 Yargıtay Cumhuriyet Başsavcısının düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m308_p002,False,True,False,True,False,True
607,Türk Borçlar Kanunu madde 2 kapsamında TÜRK BORÇLAR KANUNU konusunda MADDE Taraflar sözleşmenin esaslı noktalarında uyuşmuşlarsa ikinci derecedeki düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m2,True,True,True,True,True,True
608,Ceza Muhakemesi Kanunu madde 218 kapsamında ÜÇÜNCÜ KİTAP konusunda Ceza Muhakemesi Kanunu Madde 218 Ceza mahkemelerinin yetkisi düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m218_note_p003,False,True,True,True,True,True
609,Türk Medenî Kanunu madde 35 kapsamında BİRİNCİ KİTAP konusunda Madde İl ndan alınamazsa mahkeme gaipliğe karar verir düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m35,True,True,True,True,True,True
610,Türkiye Cumhuriyeti Anayasası madde 124 kapsamında ÜÇÜNCÜ KISIM konusunda Madde 124 Cumhurbaşkanı bakanlıklar kamu tüzelkişileri kendi görev düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m124,True,True,True,True,True,True
611,Türk Medenî Kanunu madde 71 kapsamında BİRİNCİ KİTAP konusunda Madde Üyeler dernek düzenine uymak derneğe sadakat göstermekle düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m71,True,True,True,True,True,True
612,Türk Borçlar Kanunu madde 345 kapsamında İKİNCİ KISIM konusunda MADDE 345 Kira bedelinin belirlenmesine ilişkin dava zaman düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m345,True,True,True,True,True,True
613,Ceza Muhakemesi Kanunu madde 213 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 213 Aralarında çelişki bulunması halinde sanığın mahkeme düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m213,True,True,True,True,True,True
614,Türk Medenî Kanunu madde 839 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 839 Taşınmaz yükü taşınmazın malikini yalnız taşınmazla düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m839,True,True,True,True,True,True
615,Türk Borçlar Kanunu madde 170 kapsamında BİRİNCİ KISIM konusunda MADDE 170 sözleşmenin hüküm ifade etmesi gerçekleşip gerçekleşmeyeceği düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m170,True,True,True,True,True,True
616,Türk Medenî Kanunu madde 144 kapsamında İKİNCİ KİTAP konusunda Madde 144 Evlenme işlemi evlenme kütüğü evlenmeye ilişkin düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m144,True,True,True,True,True,True
617,Türk Medenî Kanunu madde 843 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 843 Taşınmaz yükü tescilin terkini yüklü taşınmazın düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m843,True,True,True,True,True,True
618,Ceza Muhakemesi Kanunu madde 76 kapsamında BİRİNCİ KİTAP konusunda Ceza Muhakemesi Kanunu Madde devam madde gereğince verilen düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m76_p002,False,True,True,True,True,True
619,Türk Medenî Kanunu madde 551 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 551 Birden vasiyeti yerine getirme görevlisinin atanmış düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m551,True,True,True,True,True,True
620,Türk Medenî Kanunu madde 591 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 591 Yazımı yapılan tereke mallarından gerekenler mühürlenir düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m591,True,True,True,True,True,True
621,Türk Medenî Kanunu madde 791 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 791 İrtifak hakkı yüklü taşınmazın yalnız belli düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m791,True,True,True,True,True,True
622,Türk Borçlar Kanunu madde 61 kapsamında BİRİNCİ KISIM konusunda MADDE Birden kişi birlikte zarara sebebiyet verdikleri aynı düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m61,True,True,True,True,True,True
623,Türk Borçlar Kanunu madde 301 kapsamında İKİNCİ KISIM konusunda MADDE 301 Kiraya veren kiralananı kararlaştırılan tarihte sözleşmede düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m301,True,True,True,True,True,True
624,Türk Medenî Kanunu madde 469 kapsamında İKİNCİ KİTAP konusunda Madde 469 Devletin vesayet dairelerinde görevli kişilere karşı düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m469,True,True,False,True,True,True
625,Türk Medenî Kanunu madde 160 kapsamında İKİNCİ KİTAP konusunda Türk Meden Kanunu Madde 160 düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m160_note_p002,False,False,True,True,False,True
626,Ceza Muhakemesi Kanunu madde 208 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 208 Tanıklar dinlendikten sonra mahkeme başkanı kimin düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m208,True,True,True,True,False,True
627,Türk Medenî Kanunu madde 814 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 814 Malvarlığı intifaında intifa hakkı sahibi malvarlığındaki düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m814,True,True,True,True,True,True
628,Türkiye Cumhuriyeti Anayasası madde 166 kapsamında DÖRDÜNCÜ KISIM konusunda Madde 166 Ekonomik sosyal kültürel kalkınmayı özellikle sanayiin düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m166,True,True,True,True,True,True
629,Türk Medenî Kanunu madde 189 kapsamında İKİNCİ KİTAP konusunda Madde 189 Birliği temsil yetkisinin kullanıldığı llerde eşler düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m189,True,True,True,True,True,True
630,Türk Borçlar Kanunu madde 236 kapsamında İKİNCİ KISIM konusunda MADDE 236 Borcunu ifa etmeyen alıcı satıcının yüzden düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m236_dup2,False,True,False,True,False,True
631,Türk Medenî Kanunu madde 1009 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 1009 Arsa payı karşılığı inşaat taşınmaz satış düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m1009,True,True,True,True,True,True
632,Bilgi Edinme Hakkı Kanunu madde 6 kapsamında ÜÇÜNCÜ BÖLÜM konusunda Madde Bilgi edinme başvurusu başvuru sahibinin adı soyadı düzenlemesi nasıl açıklanır?,turkish_law_eski_4982_bilgi_edinme_hakki_kanunu_m6,True,True,True,True,True,True
633,Türk Medenî Kanunu madde 918 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 918 Alacaklı yoksa rehin hakkından feragat ederse düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m918,True,True,True,True,True,True
634,Türk Medenî Kanunu madde 944 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 944 Alacağın ödenmesi suretiyle başka sebeple rehin düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m944,True,True,True,True,True,True
635,Türk Medenî Kanunu madde 18 kapsamında BİRİNCİ KİTAP konusunda Madde Eşlerden biri diğer eşin kan hısımları aynı düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m18,True,True,True,True,True,True
636,Türk Borçlar Kanunu madde 325 kapsamında İKİNCİ KISIM konusunda MADDE 325 Kiracı sözleşme süresine fesih dönemine uymaksızın düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m325,True,True,True,True,True,True
637,Türk Medenî Kanunu madde 868 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 868 Malik rehinli taşınmazın güvence altına aldığı düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m868,True,True,True,True,True,True
638,Ceza Muhakemesi Kanunu madde 135 kapsamında BİRİNCİ KİTAP konusunda Ceza Muhakemesi Kanunu Madde 135 İletişimin tespiti dinlenmesi düzenlemesi nasıl açıklanır (135) ?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m135_p005,True,True,False,True,False,True
639,Ceza Muhakemesi Kanunu madde 108 kapsamında BİRİNCİ KİTAP konusunda Ceza Muhakemesi Kanunu Madde 108 Tutukluluğun incelenmesi açıklama düzenlemesi nasıl açıklanır (108) ?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m108_note_p003,False,False,False,True,False,True
640,Türk Medenî Kanunu madde 276 kapsamında İKİNCİ KİTAP konusunda Madde 276 Eşlerden birinin ölümü diğer mal rejiminin düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m276,True,True,True,True,True,True
641,Türk Borçlar Kanunu madde 328 kapsamında İKİNCİ KISIM konusunda MADDE 328 Belirsiz süreli kira sözleşmelerinde taraflardan biri düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m328,True,True,True,True,True,True
642,Ceza Muhakemesi Kanunu madde 251 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 251 Mülga 2012 6352 105 Başlığı Birlikte düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m251_p001,False,True,True,True,True,True
643,Türk Medenî Kanunu madde 596 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 596 Vasiyetname geçerli olup olmadığına bakılmaksızın tesliminden düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m596,True,True,True,True,True,True
644,Türk Medenî Kanunu madde 442 kapsamında İKİNCİ KİTAP konusunda Madde 442 Yeteri güven verici olmayan yatırımlar güvenli düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m442,True,True,True,True,True,True
645,Türk Borçlar Kanunu madde 76 kapsamında BİRİNCİ KISIM konusunda MADDE Zarar gören iddiasının haklılığını gösteren inandırıcı kanıtlar düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m76,True,True,True,True,True,True
646,Türk Medenî Kanunu madde 175 kapsamında İKİNCİ KİTAP konusunda Madde 175 Boşanma yüzünden yoksulluğa düşecek taraf kusuru düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m175,True,True,True,True,True,True
647,Türk Medenî Kanunu madde 463 kapsamında İKİNCİ KİTAP konusunda Madde 463 Aşağıdaki llerde vesayet makamının izninden sonra düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m463,True,True,True,True,True,True
648,Ceza Muhakemesi Kanunu madde 278 kapsamında BEŞİNCİ KİTAP konusunda Madde 278 Değişik 2016 KHK 674 Aynen kabul düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m278,True,True,True,True,True,True
649,Türk Medenî Kanunu madde 294 kapsamında İKİNCİ KİTAP konusunda Madde 294 Ana babanın yasal mirasçıları çocuk Cumhuriyet düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m294_dup2,False,True,True,True,False,True
650,Ceza Muhakemesi Kanunu madde 8 kapsamında BİRİNCİ KİTAP konusunda Madde kişi birden fazla suçtan sanık olur suçta düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m8,True,True,True,True,True,True
651,Türk Medenî Kanunu madde 792 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 792 Yararlanan taşınmazın parsellere bölünmesi linde kural düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m792,True,True,True,True,True,True
652,Türk Borçlar Kanunu madde 41 kapsamında TÜRK BORÇLAR KANUNU konusunda MADDE Başkası adına hesabına temsil kamu hukukundan doğmuşsa düzenlemesi nasıl açıklanır?,turkish_law_eski_6098_turk_borclar_kanunu_m41,True,True,True,True,True,True
653,Türk Medenî Kanunu madde 858 kapsamında DÖRDÜNCÜ KİTAP konusunda Madde 858 Taşınmaz rehni tescilin terkini taşınmazın tamamen düzenlemesi nasıl açıklanır?,turkish_law_eski_4721_turk_medeni_kanunu_m858,True,True,True,True,True,True
654,Türkiye Cumhuriyeti Anayasası madde 50 kapsamında İKİNCİ KISIM konusunda Madde Kimse yaşına cinsiyetine gücüne uymayan işlerde çalıştırılamaz düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m50_dup2,True,True,True,True,True,True
655,Ceza Muhakemesi Kanunu madde 241 kapsamında ÜÇÜNCÜ KİTAP konusunda Madde 241 Katılmadan önce verilmiş kararlar katılana tebliğ düzenlemesi nasıl açıklanır?,turkish_law_eski_5271_ceza_muhakemesi_kanunu_m241,True,True,True,True,True,True
656,Türkiye Cumhuriyeti Anayasası madde 83 kapsamında ÜÇÜNCÜ KISIM konusunda Madde Türkiye Büyük Millet Meclisi üyeleri Meclis çalışmalarındaki düzenlemesi nasıl açıklanır?,turkish_law_eski_2709_turkiye_cumhuriyeti_anayasasi_m83,True,True,True,True,False,True
